ID,Text,Label
579,"Bet ko talaga 'yang idea mo, game ako dyan.",0
580,kingina niyo mga bulag sarap patayin sinasaksak kakampi amp,1
581,"Mukhang aeta na kagagaling lang ng bundok yung isa, or mukhang patay na hinukay",1
582,Kamusta po ang exam niyo kanina? Sana madali lang.,0
583,Hindi ko inaasahan na makikita kita dito.,0
584,"HOY GAGONG ANN NA PANGET NA MUKHANG HILAW NA MUKANG AETA, GAGOOO! FUCK YOU .|. SHET , TANG INA MO!!",1
585,Maraming salamat sa pagpapahiram ng notebook mo kahapon.,0
586,puro ka suso wala ka namang utak,1
587,Ang sarap ng kape na ginawa niya para sa akin.,0
588,"Pakisuyo po, pakipasa ito kay sir sa kanyang table.",0
589,May nararamdaman ka bang kakaiba sa pakiramdam mo?,0
590,Next time ulit! Sana mas marami pa tayong time.,0
591,"Gagi, ang funny! Napa-tawa talaga ako dyan.",0
592,putangina gusto kung pasabugin mukha nyang pangit,1
593,TAPOS PUTANG INA ROBIN PADILLA OVER CHEL?? RISA??? TANGINA MO IGLESIA NI CRISTO SOBRANG PAKYUUUUUU,1
594,TANGA DI KA MAGUGUSTUHAN NG KUNG SINO MANG LALAKE DIYAN DAHIL ANG PANGIT PANGIT MO PUNO PA NG TIGYAWAT ANG MUKHA MO BOBO DI NAGIISIP BE LOGICAL GURL,1
595,nag sama ang mga tanga haha puta pangit niyo isang kambing at baboy,1
596,Hoy tanga waray badjao manahimik ka ita ka negrita ulol ka n nmn,1
597,"Nakakatuwa ang jokes mo, ang dami kong tawa.",0
598,ulol ka talaga! Sa sobrang taba mo you cant follow me back!,1
599,major culture shock sa japan yung okay lang magcheat as long as walang emotional attachment. like wtf makaiwas na nga sa mga hapon muka namang mga mongoloid,1
600,Ingat sa ulan! Baka magkasakit ka pa nyan.,0
601,Puta ngayon lang ba sila naka kita nang naka tak-in tapos matambok pwet? Tangina mga bisakol talaga amputa! Babaho nyu!,1
602,SINASAMBA NYO YANG SANTO PAPA? REALLY? THESE CATHOLICS ARE DIGGING THEIR WAY TO HELL FUCKING CULT SHIT,1
603,Kailan ulit 'yang final submission? Pwede pa-remind?,0
604,Ready na ba ang lahat? Simulan na natin ang laro!,0
605,"keri ko na yun kesa sa mga indian! Haha ktakot na, kadiri pa!",1
606,"Congrats sa achievement mo, sobrang proud ako sa 'yo!",0
607,i think may sakit sa pagiisip tong kupal na babae na ito,1
608,"Ang ganda ng sunset, ang kulay ng langit.",0
609,"Ang lakas ng loob mo, hinahangaan kita sobra.",0
610,"I-on mo â€˜yang message button mo kung matapang ka. Kapal ng mukha mo. Nakakadiri ka, â€˜yang buong pagkatao mo, sobrang kadiri. Bobo mo rin sa part na nilalahat mo kami.",1
611,tangina mas sexy daw bago nya kasi may abs hahahahahahahaha tangina mo nung tayo nga ang taba taba mo di ako nagreklamo pakyu ka manahimik ka na pls lang,1
612,Lahi Malnourish amf. papansin wla nmn ambag sa lipunan. Agot na igorot,1
613,"Okay lang 'yan, mangyayari talaga sa lahat minsan.",0
614,kala mo bingi na di nadidinig lahat ng pinag babawal sarap tadyakan,1
615,"Ang init ng kape mo, sarap inumin sa lamig ng office.",0
616,"Appreciate your understanding always, malaking tulong.",0
617,Kailan kaya ulit tayo makakakain sa restaurant na 'yan?,0
618,Masarap balikan ang mga masasayang alaala.,0
619,"Nag-aalala ako sa 'yo, kumusta ka?",0
620,salamat nalang na pakitaan mo ako ng respeto tarantado ka abnormal,1
621,"Teka, may nakalimutan ba tayong bilhin sa grocery?",0
622,Kaya nga eh! Tintigasan ako sayo? Fuckshit. Yung mukhang Aeta na yun? A'ah. Kakarume,1
623,"Buti natuloy ang dinner natin, salamat.",0
624,"TNAGINA YUNG OFFICMATE KONG TAMAD! TAAS NG SWELDO PERO SAKSAKAN NG TAMAD. LAGING WALANG AMBAG SA TRABAHO, PANAY BREAK LANG INAATUPAG. ALISTO LANG SIYA SA KAINAN. ANG BAHO PA NANG HININGA TAPOS UTOT PA NG UTOT AT TUWANG TUWA PA SIYA. BASTOS PUTA!",1
625,Bakit bawal ako mag shorts pero yung mga indian pwede mag suot ng kita tiyan kahit kadiri tignan bilbil nila,1
626,"Kinginamo ekis kana samin, nakuha mo inis naming lahat. Wala kang utang na loob, tinuring ka ng kaibigan nagawa mo pang manira behind our back. Ikaw yung literal na hipon sza, sinasabi ko sayo dami umapproved na hipon ka talaga. Ipit suso ka?stay ka lang jan sa shota mong cheater",1
627,may pakita kapang dede dyan sa post mo wala naman laman bobo,1
628,Nag sisimba ko mga tanga ahahahahha kung born again lang kayo eh edi sana sinama ko na kayo para masaksihan nyo hahahahhaha,1
629,"Good vibes lang tayo, positibo lang ang isipin.",0
630,Ang gaan ng loob ko nang malaman ko ang balita.,0
631,"Keep up the good work, you're doing amazing!",0
632,Sana magtagumpay ka palagi sa lahat ng ventures mo.,0
633,"Nakita ko si Mama kanina sa palengke, namili.",0
634,ang panget mo kasi kaya ginaganyan ka,1
635,"Ang lamig ng aircon, nakakagana mag-stay dito.",0
636,Nakakarelax ang tunog ng alon sa tabing-dagat.,0
637,"Ang saya ng bata kanina, ang likot maglaro.",0
638,Ang dami mong natutunan sa paglalakbay na ito.,0
639,Ulol mas maputi ako sa'yo tapos ikaw ang liwanag????,1
640,mukha kang maskulada na negra hahaha! Taratada ka makalit ka wagas eh ang sarili mo pala! Negra kaa! Sarap mong sapakin!,1
641,Mga nognog amputa. Wat commercial is dis anong meron sa nognog at kailangan tong i emphasize,1
642,"Inspirasyon ka sa marami, patuloy lang sa pagiging ikaw.",0
643,Yung pepe mo bulok at sana gahasain ka ng mga gangster sa japan huli ka hahahahaha fuck you bitch,1
644,fresh ka? wdym tanga puro ka nga tigyawat? nuka bulag??? hahahahahahha,1
645,Bakit kaya ganun 'yung nangyari? Medyo confusing.,0
646,bobo ka ang tanga nitong intsik na to palibhasa ang chink ng mata kaya bulag e,1
647,Ang gaan ng loob ko kapag kasama ka palagi.,0
648,"Parang dati lang, ang bata-bata pa natin.",0
649,Sana masaya ang iyong trip sa ibang bansa.,0
650,Ang ganda naman ng suot mong kulay.,0
651,"Tigilan mo ako, nakakasura katawan mong hayop ka.",1
652,"Ang galing mo talaga, idol! Super impressive 'yan.",0
653,"wAit lang,,,,,,, humabOl si ate gurl sa gAbi ko hshshshs ang lakas manlait ih purO ka na nga lang pimples ano pinaglalaban mo filter?Â¿ pArA mawala pimples mo?Â¿?hshshshshshs i pity Ã¼ ðŸ˜œ 'wag kang manlait kung may kapintasan din sa pagmu mukhA mo HAHAHAHA mukha kang tAngA ðŸ¤­",1
654,"Ang bilis mong matuto, ang husay mo talaga!",0
655,Laban lang sa life! Kaya natin 'to palagi.,0
656,"napaka talaga nitong negro na to, sarap saksakin ng gluta eh",1
657,Thanks for reaching out to me about this.,0
658,Napaka in-demand ko naman ðŸ˜‚ Ano ka jan AÃ±ano? Pakyu mukha kang chimpanzee na may damit ðŸ–•ðŸ–•ðŸ–•ðŸ–•,1
659,Ganito ang plano ko para sa susunod na linggo.,0
660,"Ang bilis ng internet ko ngayon, wala nang lag.",0
661,"may mag mamahal pa pala sayo kahit ang taba, bobo, at ang pangit mo",1
662,TANGINA NYO MGA MAINLAND CHING CHONGS BAT PARE-PAREHAS ANG UGALI NYONG MAGASPANG NA MAHILIG MAG-CUT NG LINE. AMBABAHO NYO PANG MGA HINAYUPAK KAYO.,1
663,TANGINA MO ANG TABA MO TAS FEELING MAGANDA PA,1
664,ikaw puTang inang babaeng pokpok ka wg mq sagarin dhil mAs puta aq sau!!!.. mkitaan lng kita ng ebedensyanG agAinst skn huhubaran kita..kya nepeperahan ka ng mga tomboy mo kc puro puke nilalatag mo!..,1
665,baka Gusto mo mawalan Ng tagyawat lintik na mga lalaki yan,1
666,"Sige, Tangina ka itaas mo yang Sarili mo Pota amoy ANGHIT kang punyeta ka",1
667,"Nakakaaliw ang bata, ang kulit-kulit pero cute.",0
668,"Good vibes only, forever! Walang negative energy dito.",0
669,"Kadiri itong mga pinoy na ni hindi maka ingles ng walang at sa hitsurapa lang, di mo man lang mapagkamalan na Indian, White, o itim.",1
670,tanga di ka buddhist pero kamukha mo si buddha ðŸ˜‚,1
671,bodyshamer ka hayop eh ang may babae ka na mataba. sana ayos ka lang?,1
672,My girl my girl pa kayo papangit naman ng mga shota nyo,1
673,tangina ng mga babae sa likod namin may masabi ay puta ang iingay pa hayop sakit sa tenga aasim naman,1
674,"Sana hindi umulan mamaya sa labas, may lakad.",0
675,kasalanan mo to dutite tangina mo ka gago ka PAKYU mukha kang betamax,1
676,Bobo ng negneg mag ml pota hahahags,1
677,Kumusta po ang project ninyo ngayon? May progress?,0
678,Anong paborito mong kulay ngayon? Bakit 'yan?,0
679,"Always here for you, don't hesitate to reach out.",0
680,Sarap patayin niyang BAKLANG NEGRO na yan!,1
681,"Grabe ang traffic sa EDSA, inabot ako ng dalawang oras.",0
682,Ang linaw ng mga bituin sa kalangitan ngayong gabi.,0
683,Sana all masaya at successful sa buhay nila.,0
684,Saludo ako sa mga babaeng ang lalandi kahit ang papangit ng mukha,1
685,tara awayin natin hahaha. abangan ko sa kanto yan. bulag at bingi di maka appreciate sakanya hahahaha,1
686,"Good game, guys, kahit hindi tayo nanalo ngayon.",0
687,"Ang sarap balikan ang alaala, nakakatuwa.",0
688,"Ang ganda ng ngiti mo ngayon, nakakahawa ang saya.",0
689,Galing! Petmalu! Ang husay talaga ng ginawa mo.,0
